gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,curcdq,datacqtr,datafqtr,dvy,costat
002751,2004-03-31,2004,3,INDL,C,D,STD,CAH,USD,2004Q1,2004Q3,39.4000,A
002751,2004-06-30,2004,4,INDL,C,D,STD,CAH,USD,2004Q2,2004Q4,52.3000,A
002751,2004-09-30,2005,1,INDL,C,D,STD,CAH,USD,2004Q3,2005Q1,12.9000,A
002751,2004-12-31,2005,2,INDL,C,D,STD,CAH,USD,2004Q4,2005Q2,25.9000,A
002751,2005-03-31,2005,3,INDL,C,D,STD,CAH,USD,2005Q1,2005Q3,38.9000,A
002751,2005-06-30,2005,4,INDL,C,D,STD,CAH,USD,2005Q2,2005Q4,51.7000,A
002751,2005-09-30,2006,1,INDL,C,D,STD,CAH,USD,2005Q3,2006Q1,25.5000,A
002751,2005-12-31,2006,2,INDL,C,D,STD,CAH,USD,2005Q4,2006Q2,51.2000,A
002751,2006-03-31,2006,3,INDL,C,D,STD,CAH,USD,2006Q1,2006Q3,76.6000,A
002751,2006-06-30,2006,4,INDL,C,D,STD,CAH,USD,2006Q2,2006Q4,101.8000,A
002751,2006-09-30,2007,1,INDL,C,D,STD,CAH,USD,2006Q3,2007Q1,37.0000,A
002751,2006-12-31,2007,2,INDL,C,D,STD,CAH,USD,2006Q4,2007Q2,73.4000,A
002751,2007-03-31,2007,3,INDL,C,D,STD,CAH,USD,2007Q1,2007Q3,109.5000,A
002751,2007-06-30,2007,4,INDL,C,D,STD,CAH,USD,2007Q2,2007Q4,144.4000,A
002751,2007-09-30,2008,1,INDL,C,D,STD,CAH,USD,2007Q3,2008Q1,44.3000,A
002751,2007-12-31,2008,2,INDL,C,D,STD,CAH,USD,2007Q4,2008Q2,87.7000,A
002751,2008-03-31,2008,3,INDL,C,D,STD,CAH,USD,2008Q1,2008Q3,130.4000,A
002751,2008-06-30,2008,4,INDL,C,D,STD,CAH,USD,2008Q2,2008Q4,173.1000,A
002751,2008-09-30,2009,1,INDL,C,D,STD,CAH,USD,2008Q3,2009Q1,49.8000,A
002751,2008-12-31,2009,2,INDL,C,D,STD,CAH,USD,2008Q4,2009Q2,100.0000,A
002751,2009-03-31,2009,3,INDL,C,D,STD,CAH,USD,2009Q1,2009Q3,150.1000,A
002751,2009-06-30,2009,4,INDL,C,D,STD,CAH,USD,2009Q2,2009Q4,200.4000,A
002751,2009-09-30,2010,1,INDL,C,D,STD,CAH,USD,2009Q3,2010Q1,64.2000,A
002751,2009-12-31,2010,2,INDL,C,D,STD,CAH,USD,2009Q4,2010Q2,127.2000,A
002751,2010-03-31,2010,3,INDL,C,D,STD,CAH,USD,2010Q1,2010Q3,190.2000,A
002751,2010-06-30,2010,4,INDL,C,D,STD,CAH,USD,2010Q2,2010Q4,253.1000,A
002751,2010-09-30,2011,1,INDL,C,D,STD,CAH,USD,2010Q3,2011Q1,70.3000,A
002751,2010-12-31,2011,2,INDL,C,D,STD,CAH,USD,2010Q4,2011Q2,138.0000,A
002751,2011-03-31,2011,3,INDL,C,D,STD,CAH,USD,2011Q1,2011Q3,205.9000,A
002751,2011-06-30,2011,4,INDL,C,D,STD,CAH,USD,2011Q2,2011Q4,274.2000,A
002751,2011-09-30,2012,1,INDL,C,D,STD,CAH,USD,2011Q3,2012Q1,77.2000,A
002751,2011-12-31,2012,2,INDL,C,D,STD,CAH,USD,2011Q4,2012Q2,151.6000,A
002751,2012-03-31,2012,3,INDL,C,D,STD,CAH,USD,2012Q1,2012Q3,225.9000,A
002751,2012-06-30,2012,4,INDL,C,D,STD,CAH,USD,2012Q2,2012Q4,300.0000,A
002751,2012-09-30,2013,1,INDL,C,D,STD,CAH,USD,2012Q3,2013Q1,84.0000,A
002751,2012-12-31,2013,2,INDL,C,D,STD,CAH,USD,2012Q4,2013Q2,165.0000,A
002751,2013-03-31,2013,3,INDL,C,D,STD,CAH,USD,2013Q1,2013Q3,258.0000,A
002751,2013-06-30,2013,4,INDL,C,D,STD,CAH,USD,2013Q2,2013Q4,353.0000,A
002751,2013-09-30,2014,1,INDL,C,D,STD,CAH,USD,2013Q3,2014Q1,105.0000,A
002751,2013-12-31,2014,2,INDL,C,D,STD,CAH,USD,2013Q4,2014Q2,208.0000,A
002751,2014-03-31,2014,3,INDL,C,D,STD,CAH,USD,2014Q1,2014Q3,312.0000,A
002751,2014-06-30,2014,4,INDL,C,D,STD,CAH,USD,2014Q2,2014Q4,415.0000,A
002751,2014-09-30,2015,1,INDL,C,D,STD,CAH,USD,2014Q3,2015Q1,119.0000,A
002751,2014-12-31,2015,2,INDL,C,D,STD,CAH,USD,2014Q4,2015Q2,233.0000,A
002751,2015-03-31,2015,3,INDL,C,D,STD,CAH,USD,2015Q1,2015Q3,346.0000,A
002751,2015-06-30,2015,4,INDL,C,D,STD,CAH,USD,2015Q2,2015Q4,460.0000,A
002751,2015-09-30,2016,1,INDL,C,D,STD,CAH,USD,2015Q3,2016Q1,131.0000,A
002751,2015-12-31,2016,2,INDL,C,D,STD,CAH,USD,2015Q4,2016Q2,259.0000,A
002751,2016-03-31,2016,3,INDL,C,D,STD,CAH,USD,2016Q1,2016Q3,386.0000,A
002751,2016-06-30,2016,4,INDL,C,D,STD,CAH,USD,2016Q2,2016Q4,512.0000,A
002751,2016-09-30,2017,1,INDL,C,D,STD,CAH,USD,2016Q3,2017Q1,149.0000,A
002751,2016-12-31,2017,2,INDL,C,D,STD,CAH,USD,2016Q4,2017Q2,293.0000,A
002751,2017-03-31,2017,3,INDL,C,D,STD,CAH,USD,2017Q1,2017Q3,435.0000,A
002751,2017-06-30,2017,4,INDL,C,D,STD,CAH,USD,2017Q2,2017Q4,577.0000,A
002751,2017-09-30,2018,1,INDL,C,D,STD,CAH,USD,2017Q3,2018Q1,150.0000,A
002751,2017-12-31,2018,2,INDL,C,D,STD,CAH,USD,2017Q4,2018Q2,296.0000,A
002751,2018-03-31,2018,3,INDL,C,D,STD,CAH,USD,2018Q1,2018Q3,436.0000,A
002751,2018-06-30,2018,4,INDL,C,D,STD,CAH,USD,2018Q2,2018Q4,581.0000,A
002751,2018-09-30,2019,1,INDL,C,D,STD,CAH,USD,2018Q3,2019Q1,150.0000,A
002751,2018-12-31,2019,2,INDL,C,D,STD,CAH,USD,2018Q4,2019Q2,293.0000,A
002751,2019-03-31,2019,3,INDL,C,D,STD,CAH,USD,2019Q1,2019Q3,435.0000,A
002751,2019-06-30,2019,4,INDL,C,D,STD,CAH,USD,2019Q2,2019Q4,577.0000,A
002751,2019-09-30,2020,1,INDL,C,D,STD,CAH,USD,2019Q3,2020Q1,146.0000,A
002751,2019-12-31,2020,2,INDL,C,D,STD,CAH,USD,2019Q4,2020Q2,287.0000,A
002751,2020-03-31,2020,3,INDL,C,D,STD,CAH,USD,2020Q1,2020Q3,428.0000,A
002751,2020-06-30,2020,4,INDL,C,D,STD,CAH,USD,2020Q2,2020Q4,569.0000,A
002751,2020-09-30,2021,1,INDL,C,D,STD,CAH,USD,2020Q3,2021Q1,146.0000,A
002751,2020-12-31,2021,2,INDL,C,D,STD,CAH,USD,2020Q4,2021Q2,289.0000,A
002751,2021-03-31,2021,3,INDL,C,D,STD,CAH,USD,2021Q1,2021Q3,432.0000,A
002751,2021-06-30,2021,4,INDL,C,D,STD,CAH,USD,2021Q2,2021Q4,573.0000,A
002751,2021-09-30,2022,1,INDL,C,D,STD,CAH,USD,2021Q3,2022Q1,149.0000,A
002751,2021-12-31,2022,2,INDL,C,D,STD,CAH,USD,2021Q4,2022Q2,289.0000,A
002751,2022-03-31,2022,3,INDL,C,D,STD,CAH,USD,2022Q1,2022Q3,425.0000,A
002751,2022-06-30,2022,4,INDL,C,D,STD,CAH,USD,2022Q2,2022Q4,559.0000,A
002751,2022-09-30,2023,1,INDL,C,D,STD,CAH,USD,2022Q3,2023Q1,142.0000,A
002751,2022-12-31,2023,2,INDL,C,D,STD,CAH,USD,2022Q4,2023Q2,271.0000,A
002751,2023-03-31,2023,3,INDL,C,D,STD,CAH,USD,2023Q1,2023Q3,399.0000,A
002817,2000-03-31,2000,1,INDL,C,D,STD,CAT,USD,2000Q1,2000Q1,115.0000,A
002817,2000-06-30,2000,2,INDL,C,D,STD,CAT,USD,2000Q2,2000Q2,228.0000,A
002817,2000-09-30,2000,3,INDL,C,D,STD,CAT,USD,2000Q3,2000Q3,345.0000,A
002817,2000-12-31,2000,4,INDL,C,D,STD,CAT,USD,2000Q4,2000Q4,462.0000,A
002817,2001-03-31,2001,1,INDL,C,D,STD,CAT,USD,2001Q1,2001Q1,117.0000,A
002817,2001-06-30,2001,2,INDL,C,D,STD,CAT,USD,2001Q2,2001Q2,234.0000,A
002817,2001-09-30,2001,3,INDL,C,D,STD,CAT,USD,2001Q3,2001Q3,354.0000,A
002817,2001-12-31,2001,4,INDL,C,D,STD,CAT,USD,2001Q4,2001Q4,474.0000,A
002817,2002-03-31,2002,1,INDL,C,D,STD,CAT,USD,2002Q1,2002Q1,120.0000,A
002817,2002-06-30,2002,2,INDL,C,D,STD,CAT,USD,2002Q2,2002Q2,241.0000,A
002817,2002-09-30,2002,3,INDL,C,D,STD,CAT,USD,2002Q3,2002Q3,361.0000,A
002817,2002-12-31,2002,4,INDL,C,D,STD,CAT,USD,2002Q4,2002Q4,481.0000,A
002817,2003-03-31,2003,1,INDL,C,D,STD,CAT,USD,2003Q1,2003Q1,120.0000,A
002817,2003-06-30,2003,2,INDL,C,D,STD,CAT,USD,2003Q2,2003Q2,240.0000,A
002817,2003-09-30,2003,3,INDL,C,D,STD,CAT,USD,2003Q3,2003Q3,361.0000,A
002817,2003-12-31,2003,4,INDL,C,D,STD,CAT,USD,2003Q4,2003Q4,491.0000,A
002817,2004-03-31,2004,1,INDL,C,D,STD,CAT,USD,2004Q1,2004Q1,127.0000,A
002817,2004-06-30,2004,2,INDL,C,D,STD,CAT,USD,2004Q2,2004Q2,254.0000,A
002817,2004-09-30,2004,3,INDL,C,D,STD,CAT,USD,2004Q3,2004Q3,395.0000,A
002817,2004-12-31,2004,4,INDL,C,D,STD,CAT,USD,2004Q4,2004Q4,534.0000,A
002817,2005-03-31,2005,1,INDL,C,D,STD,CAT,USD,2005Q1,2005Q1,141.0000,A
002817,2005-06-30,2005,2,INDL,C,D,STD,CAT,USD,2005Q2,2005Q2,280.0000,A
002817,2005-09-30,2005,3,INDL,C,D,STD,CAT,USD,2005Q3,2005Q3,449.0000,A
002817,2005-12-31,2005,4,INDL,C,D,STD,CAT,USD,2005Q4,2005Q4,618.0000,A
002817,2006-03-31,2006,1,INDL,C,D,STD,CAT,USD,2006Q1,2006Q1,168.0000,A
002817,2006-06-30,2006,2,INDL,C,D,STD,CAT,USD,2006Q2,2006Q2,335.0000,A
002817,2006-09-30,2006,3,INDL,C,D,STD,CAT,USD,2006Q3,2006Q3,531.0000,A
002817,2006-12-31,2006,4,INDL,C,D,STD,CAT,USD,2006Q4,2006Q4,726.0000,A
002817,2007-03-31,2007,1,INDL,C,D,STD,CAT,USD,2007Q1,2007Q1,193.0000,A
002817,2007-06-30,2007,2,INDL,C,D,STD,CAT,USD,2007Q2,2007Q2,386.0000,A
002817,2007-09-30,2007,3,INDL,C,D,STD,CAT,USD,2007Q3,2007Q3,617.0000,A
002817,2007-12-31,2007,4,INDL,C,D,STD,CAT,USD,2007Q4,2007Q4,845.0000,A
002817,2008-03-31,2008,1,INDL,C,D,STD,CAT,USD,2008Q1,2008Q1,223.0000,A
002817,2008-06-30,2008,2,INDL,C,D,STD,CAT,USD,2008Q2,2008Q2,444.0000,A
002817,2008-09-30,2008,3,INDL,C,D,STD,CAT,USD,2008Q3,2008Q3,700.0000,A
002817,2008-12-31,2008,4,INDL,C,D,STD,CAT,USD,2008Q4,2008Q4,953.0000,A
002817,2009-03-31,2009,1,INDL,C,D,STD,CAT,USD,2009Q1,2009Q1,253.0000,A
002817,2009-06-30,2009,2,INDL,C,D,STD,CAT,USD,2009Q2,2009Q2,505.0000,A
002817,2009-09-30,2009,3,INDL,C,D,STD,CAT,USD,2009Q3,2009Q3,766.0000,A
002817,2009-12-31,2009,4,INDL,C,D,STD,CAT,USD,2009Q4,2009Q4,1029.0000,A
002817,2010-03-31,2010,1,INDL,C,D,STD,CAT,USD,2010Q1,2010Q1,262.0000,A
002817,2010-06-30,2010,2,INDL,C,D,STD,CAT,USD,2010Q2,2010Q2,527.0000,A
002817,2010-09-30,2010,3,INDL,C,D,STD,CAT,USD,2010Q3,2010Q3,804.0000,A
002817,2010-12-31,2010,4,INDL,C,D,STD,CAT,USD,2010Q4,2010Q4,1084.0000,A
002817,2011-03-31,2011,1,INDL,C,D,STD,CAT,USD,2011Q1,2011Q1,281.0000,A
002817,2011-06-30,2011,2,INDL,C,D,STD,CAT,USD,2011Q2,2011Q2,565.0000,A
002817,2011-09-30,2011,3,INDL,C,D,STD,CAT,USD,2011Q3,2011Q3,862.0000,A
002817,2011-12-31,2011,4,INDL,C,D,STD,CAT,USD,2011Q4,2011Q4,1159.0000,A
002817,2012-03-31,2012,1,INDL,C,D,STD,CAT,USD,2012Q1,2012Q1,298.0000,A
002817,2012-06-30,2012,2,INDL,C,D,STD,CAT,USD,2012Q2,2012Q2,598.0000,A
002817,2012-09-30,2012,3,INDL,C,D,STD,CAT,USD,2012Q3,2012Q3,937.0000,A
002817,2012-12-31,2012,4,INDL,C,D,STD,CAT,USD,2012Q4,2012Q4,1617.0000,A
002817,2013-03-31,2013,1,INDL,C,D,STD,CAT,USD,2013Q1,2013Q1,0.0000,A
002817,2013-06-30,2013,2,INDL,C,D,STD,CAT,USD,2013Q2,2013Q2,342.0000,A
002817,2013-09-30,2013,3,INDL,C,D,STD,CAT,USD,2013Q3,2013Q3,730.0000,A
002817,2013-12-31,2013,4,INDL,C,D,STD,CAT,USD,2013Q4,2013Q4,1111.0000,A
002817,2014-03-31,2014,1,INDL,C,D,STD,CAT,USD,2014Q1,2014Q1,383.0000,A
002817,2014-06-30,2014,2,INDL,C,D,STD,CAT,USD,2014Q2,2014Q2,757.0000,A
002817,2014-09-30,2014,3,INDL,C,D,STD,CAT,USD,2014Q3,2014Q3,1197.0000,A
002817,2014-12-31,2014,4,INDL,C,D,STD,CAT,USD,2014Q4,2014Q4,1620.0000,A
002817,2015-03-31,2015,1,INDL,C,D,STD,CAT,USD,2015Q1,2015Q1,424.0000,A
002817,2015-06-30,2015,2,INDL,C,D,STD,CAT,USD,2015Q2,2015Q2,846.0000,A
002817,2015-09-30,2015,3,INDL,C,D,STD,CAT,USD,2015Q3,2015Q3,1309.0000,A
002817,2015-12-31,2015,4,INDL,C,D,STD,CAT,USD,2015Q4,2015Q4,1757.0000,A
002817,2016-03-31,2016,1,INDL,C,D,STD,CAT,USD,2016Q1,2016Q1,448.0000,A
002817,2016-06-30,2016,2,INDL,C,D,STD,CAT,USD,2016Q2,2016Q2,898.0000,A
002817,2016-09-30,2016,3,INDL,C,D,STD,CAT,USD,2016Q3,2016Q3,1348.0000,A
002817,2016-12-31,2016,4,INDL,C,D,STD,CAT,USD,2016Q4,2016Q4,1799.0000,A
002817,2017-03-31,2017,1,INDL,C,D,STD,CAT,USD,2017Q1,2017Q1,452.0000,A
002817,2017-06-30,2017,2,INDL,C,D,STD,CAT,USD,2017Q2,2017Q2,906.0000,A
002817,2017-09-30,2017,3,INDL,C,D,STD,CAT,USD,2017Q3,2017Q3,1367.0000,A
002817,2017-12-31,2017,4,INDL,C,D,STD,CAT,USD,2017Q4,2017Q4,1831.0000,A
002817,2018-03-31,2018,1,INDL,C,D,STD,CAT,USD,2018Q1,2018Q1,467.0000,A
002817,2018-06-30,2018,2,INDL,C,D,STD,CAT,USD,2018Q2,2018Q2,933.0000,A
002817,2018-09-30,2018,3,INDL,C,D,STD,CAT,USD,2018Q3,2018Q3,1444.0000,A
002817,2018-12-31,2018,4,INDL,C,D,STD,CAT,USD,2018Q4,2018Q4,1951.0000,A
002817,2019-03-31,2019,1,INDL,C,D,STD,CAT,USD,2019Q1,2019Q1,494.0000,A
002817,2019-06-30,2019,2,INDL,C,D,STD,CAT,USD,2019Q2,2019Q2,986.0000,A
002817,2019-09-30,2019,3,INDL,C,D,STD,CAT,USD,2019Q3,2019Q3,1564.0000,A
002817,2019-12-31,2019,4,INDL,C,D,STD,CAT,USD,2019Q4,2019Q4,2132.0000,A
002817,2020-03-31,2020,1,INDL,C,D,STD,CAT,USD,2020Q1,2020Q1,567.0000,A
002817,2020-06-30,2020,2,INDL,C,D,STD,CAT,USD,2020Q2,2020Q2,1125.0000,A
002817,2020-09-30,2020,3,INDL,C,D,STD,CAT,USD,2020Q3,2020Q3,1683.0000,A
002817,2020-12-31,2020,4,INDL,C,D,STD,CAT,USD,2020Q4,2020Q4,2243.0000,A
002817,2021-03-31,2021,1,INDL,C,D,STD,CAT,USD,2021Q1,2021Q1,562.0000,A
002817,2021-06-30,2021,2,INDL,C,D,STD,CAT,USD,2021Q2,2021Q2,1126.0000,A
002817,2021-09-30,2021,3,INDL,C,D,STD,CAT,USD,2021Q3,2021Q3,1733.0000,A
002817,2021-12-31,2021,4,INDL,C,D,STD,CAT,USD,2021Q4,2021Q4,2332.0000,A
002817,2022-03-31,2022,1,INDL,C,D,STD,CAT,USD,2022Q1,2022Q1,595.0000,A
002817,2022-06-30,2022,2,INDL,C,D,STD,CAT,USD,2022Q2,2022Q2,1187.0000,A
002817,2022-09-30,2022,3,INDL,C,D,STD,CAT,USD,2022Q3,2022Q3,1820.0000,A
002817,2022-12-31,2022,4,INDL,C,D,STD,CAT,USD,2022Q4,2022Q4,2440.0000,A
002817,2023-03-31,2023,1,INDL,C,D,STD,CAT,USD,2023Q1,2023Q1,620.0000,A
002968,2000-03-31,2000,1,INDL,C,D,STD,JPM,USD,2000Q1,2000Q1,,A
002968,2000-06-30,2000,2,INDL,C,D,STD,JPM,USD,2000Q2,2000Q2,,A
002968,2000-09-30,2000,3,INDL,C,D,STD,JPM,USD,2000Q3,2000Q3,,A
002968,2000-12-31,2000,4,INDL,C,D,STD,JPM,USD,2000Q4,2000Q4,,A
002968,2001-03-31,2001,1,INDL,C,D,STD,JPM,USD,2001Q1,2001Q1,,A
002968,2001-06-30,2001,2,INDL,C,D,STD,JPM,USD,2001Q2,2001Q2,,A
002968,2001-09-30,2001,3,INDL,C,D,STD,JPM,USD,2001Q3,2001Q3,,A
002968,2001-12-31,2001,4,INDL,C,D,STD,JPM,USD,2001Q4,2001Q4,,A
002968,2002-03-31,2002,1,INDL,C,D,STD,JPM,USD,2002Q1,2002Q1,,A
002968,2002-06-30,2002,2,INDL,C,D,STD,JPM,USD,2002Q2,2002Q2,,A
002968,2002-09-30,2002,3,INDL,C,D,STD,JPM,USD,2002Q3,2002Q3,,A
002968,2002-12-31,2002,4,INDL,C,D,STD,JPM,USD,2002Q4,2002Q4,,A
002968,2003-03-31,2003,1,INDL,C,D,STD,JPM,USD,2003Q1,2003Q1,,A
002968,2003-06-30,2003,2,INDL,C,D,STD,JPM,USD,2003Q2,2003Q2,,A
002968,2003-09-30,2003,3,INDL,C,D,STD,JPM,USD,2003Q3,2003Q3,,A
002968,2003-12-31,2003,4,INDL,C,D,STD,JPM,USD,2003Q4,2003Q4,,A
002968,2004-03-31,2004,1,INDL,C,D,STD,JPM,USD,2004Q1,2004Q1,720.0000,A
002968,2004-06-30,2004,2,INDL,C,D,STD,JPM,USD,2004Q2,2004Q2,1454.0000,A
002968,2004-09-30,2004,3,INDL,C,D,STD,JPM,USD,2004Q3,2004Q3,2691.0000,A
002968,2004-12-31,2004,4,INDL,C,D,STD,JPM,USD,2004Q4,2004Q4,3927.0000,A
002968,2005-03-31,2005,1,INDL,C,D,STD,JPM,USD,2005Q1,2005Q1,1227.0000,A
002968,2005-06-30,2005,2,INDL,C,D,STD,JPM,USD,2005Q2,2005Q2,2449.0000,A
002968,2005-09-30,2005,3,INDL,C,D,STD,JPM,USD,2005Q3,2005Q3,3669.0000,A
002968,2005-12-31,2005,4,INDL,C,D,STD,JPM,USD,2005Q4,2005Q4,4878.0000,A
002968,2006-03-31,2006,1,INDL,C,D,STD,JPM,USD,2006Q1,2006Q1,1215.0000,A
002968,2006-06-30,2006,2,INDL,C,D,STD,JPM,USD,2006Q2,2006Q2,2428.0000,A
002968,2006-09-30,2006,3,INDL,C,D,STD,JPM,USD,2006Q3,2006Q3,3637.0000,A
002968,2006-12-31,2006,4,INDL,C,D,STD,JPM,USD,2006Q4,2006Q4,4846.0000,A
002968,2007-03-31,2007,1,INDL,C,D,STD,JPM,USD,2007Q1,2007Q1,1207.0000,A
002968,2007-06-30,2007,2,INDL,C,D,STD,JPM,USD,2007Q2,2007Q2,2404.0000,A
002968,2007-09-30,2007,3,INDL,C,D,STD,JPM,USD,2007Q3,2007Q3,3735.0000,A
002968,2007-12-31,2007,4,INDL,C,D,STD,JPM,USD,2007Q4,2007Q4,5051.0000,A
002968,2008-03-31,2008,1,INDL,C,D,STD,JPM,USD,2008Q1,2008Q1,1319.0000,A
002968,2008-06-30,2008,2,INDL,C,D,STD,JPM,USD,2008Q2,2008Q2,2663.0000,A
002968,2008-09-30,2008,3,INDL,C,D,STD,JPM,USD,2008Q3,2008Q3,4027.0000,A
002968,2008-12-31,2008,4,INDL,C,D,STD,JPM,USD,2008Q4,2008Q4,5911.0000,A
002968,2009-03-31,2009,1,INDL,C,D,STD,JPM,USD,2009Q1,2009Q1,1832.0000,A
002968,2009-06-30,2009,2,INDL,C,D,STD,JPM,USD,2009Q2,2009Q2,2681.0000,A
002968,2009-09-30,2009,3,INDL,C,D,STD,JPM,USD,2009Q3,2009Q3,2933.0000,A
002968,2009-12-31,2009,4,INDL,C,D,STD,JPM,USD,2009Q4,2009Q4,3422.0000,A
002968,2010-03-31,2010,1,INDL,C,D,STD,JPM,USD,2010Q1,2010Q1,253.0000,A
002968,2010-06-30,2010,2,INDL,C,D,STD,JPM,USD,2010Q2,2010Q2,745.0000,A
002968,2010-09-30,2010,3,INDL,C,D,STD,JPM,USD,2010Q3,2010Q3,1002.0000,A
002968,2010-12-31,2010,4,INDL,C,D,STD,JPM,USD,2010Q4,2010Q4,1486.0000,A
002968,2011-03-31,2011,1,INDL,C,D,STD,JPM,USD,2011Q1,2011Q1,246.0000,A
002968,2011-06-30,2011,2,INDL,C,D,STD,JPM,USD,2011Q2,2011Q2,1565.0000,A
002968,2011-09-30,2011,3,INDL,C,D,STD,JPM,USD,2011Q3,2011Q3,2626.0000,A
002968,2011-12-31,2011,4,INDL,C,D,STD,JPM,USD,2011Q4,2011Q4,3895.0000,A
002968,2012-03-31,2012,1,INDL,C,D,STD,JPM,USD,2012Q1,2012Q1,1024.0000,A
002968,2012-06-30,2012,2,INDL,C,D,STD,JPM,USD,2012Q2,2012Q2,2493.0000,A
002968,2012-09-30,2012,3,INDL,C,D,STD,JPM,USD,2012Q3,2012Q3,3716.0000,A
002968,2012-12-31,2012,4,INDL,C,D,STD,JPM,USD,2012Q4,2012Q4,5194.0000,A
002968,2013-03-31,2013,1,INDL,C,D,STD,JPM,USD,2013Q1,2013Q1,1242.0000,A
002968,2013-06-30,2013,2,INDL,C,D,STD,JPM,USD,2013Q2,2013Q2,2727.0000,A
002968,2013-09-30,2013,3,INDL,C,D,STD,JPM,USD,2013Q3,2013Q3,4274.0000,A
002968,2013-12-31,2013,4,INDL,C,D,STD,JPM,USD,2013Q4,2013Q4,6056.0000,A
002968,2014-03-31,2014,1,INDL,C,D,STD,JPM,USD,2014Q1,2014Q1,1554.0000,A
002968,2014-06-30,2014,2,INDL,C,D,STD,JPM,USD,2014Q2,2014Q2,3360.0000,A
002968,2014-09-30,2014,3,INDL,C,D,STD,JPM,USD,2014Q3,2014Q3,5078.0000,A
002968,2014-12-31,2014,4,INDL,C,D,STD,JPM,USD,2014Q4,2014Q4,6990.0000,A
002968,2015-03-31,2015,1,INDL,C,D,STD,JPM,USD,2015Q1,2015Q1,1770.0000,A
002968,2015-06-30,2015,2,INDL,C,D,STD,JPM,USD,2015Q2,2015Q2,3734.0000,A
002968,2015-09-30,2015,3,INDL,C,D,STD,JPM,USD,2015Q3,2015Q3,5678.0000,A
002968,2015-12-31,2015,4,INDL,C,D,STD,JPM,USD,2015Q4,2015Q4,7873.0000,A
002968,2016-03-31,2016,1,INDL,C,D,STD,JPM,USD,2016Q1,2016Q1,1946.0000,A
002968,2016-06-30,2016,2,INDL,C,D,STD,JPM,USD,2016Q2,2016Q2,4120.0000,A
002968,2016-09-30,2016,3,INDL,C,D,STD,JPM,USD,2016Q3,2016Q3,6189.0000,A
002968,2016-12-31,2016,4,INDL,C,D,STD,JPM,USD,2016Q4,2016Q4,8476.0000,A
002968,2017-03-31,2017,1,INDL,C,D,STD,JPM,USD,2017Q1,2017Q1,2045.0000,A
002968,2017-06-30,2017,2,INDL,C,D,STD,JPM,USD,2017Q2,2017Q2,4386.0000,A
002968,2017-09-30,2017,3,INDL,C,D,STD,JPM,USD,2017Q3,2017Q3,6478.0000,A
002968,2017-12-31,2017,4,INDL,C,D,STD,JPM,USD,2017Q4,2017Q4,8993.0000,A
002968,2018-03-31,2018,1,INDL,C,D,STD,JPM,USD,2018Q1,2018Q1,2236.0000,A
002968,2018-06-30,2018,2,INDL,C,D,STD,JPM,USD,2018Q2,2018Q2,4716.0000,A
002968,2018-09-30,2018,3,INDL,C,D,STD,JPM,USD,2018Q3,2018Q3,6989.0000,A
002968,2018-12-31,2018,4,INDL,C,D,STD,JPM,USD,2018Q4,2018Q4,10109.0000,A
002968,2019-03-31,2019,1,INDL,C,D,STD,JPM,USD,2019Q1,2019Q1,3033.0000,A
002968,2019-06-30,2019,2,INDL,C,D,STD,JPM,USD,2019Q2,2019Q2,6081.0000,A
002968,2019-09-30,2019,3,INDL,C,D,STD,JPM,USD,2019Q3,2019Q3,9056.0000,A
002968,2019-12-31,2019,4,INDL,C,D,STD,JPM,USD,2019Q4,2019Q4,12343.0000,A
002968,2020-03-31,2020,1,INDL,C,D,STD,JPM,USD,2020Q1,2020Q1,3188.0000,A
002968,2020-06-30,2020,2,INDL,C,D,STD,JPM,USD,2020Q2,2020Q2,6342.0000,A
002968,2020-09-30,2020,3,INDL,C,D,STD,JPM,USD,2020Q3,2020Q3,9551.0000,A
002968,2020-12-31,2020,4,INDL,C,D,STD,JPM,USD,2020Q4,2020Q4,12690.0000,A
002968,2021-03-31,2021,1,INDL,C,D,STD,JPM,USD,2021Q1,2021Q1,3193.0000,A
002968,2021-06-30,2021,2,INDL,C,D,STD,JPM,USD,2021Q2,2021Q2,6314.0000,A
002968,2021-09-30,2021,3,INDL,C,D,STD,JPM,USD,2021Q3,2021Q3,9472.0000,A
002968,2021-12-31,2021,4,INDL,C,D,STD,JPM,USD,2021Q4,2021Q4,12858.0000,A
002968,2022-03-31,2022,1,INDL,C,D,STD,JPM,USD,2022Q1,2022Q1,3430.0000,A
002968,2022-06-30,2022,2,INDL,C,D,STD,JPM,USD,2022Q2,2022Q2,6774.0000,A
002968,2022-09-30,2022,3,INDL,C,D,STD,JPM,USD,2022Q3,2022Q3,10186.0000,A
002968,2022-12-31,2022,4,INDL,C,D,STD,JPM,USD,2022Q4,2022Q4,13562.0000,A
002968,2023-03-31,2023,1,INDL,C,D,STD,JPM,USD,2023Q1,2023Q1,3374.0000,A
002991,2000-03-31,2000,1,INDL,C,D,STD,CVX,USD,2000Q1,2000Q1,427.0000,A
002991,2000-06-30,2000,2,INDL,C,D,STD,CVX,USD,2000Q2,2000Q2,851.0000,A
002991,2000-09-30,2000,3,INDL,C,D,STD,CVX,USD,2000Q3,2000Q3,1272.0000,A
002991,2000-12-31,2000,4,INDL,C,D,STD,CVX,USD,2000Q4,2000Q4,1688.0000,A
